account_id,company_name,company_size,industry,contract_type,acv_usd,tenure_months,seats_purchased,seats_active_last_30d,seat_utilization_rate,logins_last_30d,admin_logins_last_30d,features_adopted,mfa_enabled_pct,api_calls_last_30d,support_tickets_last_90d,critical_tickets_last_90d,nps_score,qbr_attendance_rate,exec_sponsor_changed_last_180d,days_since_last_login,discount_pct,payment_delays_last_year,expansion_revenue_last_year_usd,churned
d4666dd5-8e83-4af3-8b8c-6ae260b206f3,"Bender, Ferguson and Estrada",1627,Finance,Monthly,96750,26,280,75,0.268,127,7,0,0.0,1047,2,0,6.0,0.12,False,28,14.9,0,0,1
a4c0d5ae-b473-4b81-b52c-92e53519e5af,Downs LLC,2027,Healthcare,Monthly,244392,21,461,341,0.74,5518,327,11,49.5,1786,3,0,9.0,0.72,False,4,21.2,0,0,0
115dd28b-05eb-41a3-87ca-ac53b5833db6,West-Allen,892,Tech,Annual,64235,12,344,149,0.433,897,54,5,20.1,236,2,0,5.0,0.5,False,49,12.5,2,0,0
b980dbae-d4e3-4d09-8028-a87f62b29be9,Carter Group,272,Tech,Monthly,37863,11,80,32,0.4,291,21,2,35.1,390,3,0,5.0,0.2,False,5,7.6,0,0,0
37faa3ed-6e68-43cc-bea2-6689ab97dc33,King-Hayes,825,Education,Multi-year,64811,44,368,285,0.774,3025,188,6,78.5,6815,4,0,6.0,0.86,False,36,5.2,2,0,0
ed0a2151-5dc9-46a8-a0b2-eb8b58f70788,Gay-Chang,2509,Tech,Monthly,124786,29,914,429,0.469,1757,92,6,62.2,2254,3,0,9.0,0.41,True,16,4.6,2,0,1
64c79d34-99c0-4f7c-860f-230756e7e297,"Hill, Yang and Mckenzie",1191,Manufacturing,Monthly,155548,44,388,175,0.451,299,20,5,48.4,960,4,1,10.0,0.26,False,55,16.6,1,0,1
6838a374-11f8-492d-ae8f-ab7b392bdeb9,"Myers, Wilson and Hanson",1515,Manufacturing,Multi-year,56911,15,431,116,0.269,1218,75,4,32.4,1312,1,0,,0.4,False,6,25.5,1,12924,0
22055488-9dcd-45a1-bf4e-d84eae4ea5f9,Mcdonald-Miller,400,Tech,Multi-year,30577,50,94,57,0.606,887,60,11,70.0,214,1,0,9.0,1.0,False,1,2.7,0,11393,0
9db864ee-375b-41fe-8f11-5fa749fcbf38,Williams-Sullivan,532,Media,Monthly,64065,63,109,62,0.569,554,20,3,53.3,543,3,0,4.0,0.24,False,10,9.8,0,0,0
33be1f15-1861-418b-9671-2bfb59cfde19,Hobbs-Perez,584,Education,Annual,55530,7,75,32,0.427,77,4,1,20.7,317,4,2,5.0,0.49,False,15,17.1,0,0,0
a1039b8c-d9aa-41dd-8ae1-cb6b9c0de61a,Powell-Knight,629,Education,Multi-year,46779,8,108,83,0.769,891,55,9,81.4,784,1,0,9.0,0.73,False,13,10.7,0,0,0
d01c6556-3f8a-460a-b914-8ee0ca1f8e92,Williams Inc,2404,Education,Multi-year,113858,38,1095,847,0.774,9604,575,7,49.4,45490,1,0,9.0,0.58,False,5,22.9,0,0,0
93874afa-198d-47a4-a6ae-88e1f570ceb9,"Spears, Merritt and Smith",50,Retail,Annual,16528,25,21,6,0.286,0,0,6,28.6,24,6,2,4.0,0.33,False,40,13.4,1,0,0
20c62969-304c-4750-b1df-abc83d811eeb,Taylor-Harris,688,Telecom,Annual,67125,19,36,17,0.472,15,1,5,40.9,10,3,0,6.0,0.27,False,40,0.0,1,0,0
1d623193-e1d7-4d68-8066-cf04347a18d2,Martin-Chavez,609,Tech,Annual,38635,42,92,27,0.293,347,17,4,12.5,125,6,0,3.0,0.61,False,21,11.3,0,0,0
841fcd2e-57d6-4a8a-b200-7607bf69e56f,"Jones, Johnson and Prince",147,Tech,Annual,24086,13,61,35,0.574,226,14,6,32.3,65,2,0,,0.75,False,13,14.9,0,8603,0
d02c13df-d187-493f-9605-09463e147ded,"Cruz, Knight and Blackwell",1393,Manufacturing,Monthly,82752,14,437,437,1.0,5506,321,12,59.0,9135,4,0,8.0,0.81,False,11,13.0,0,0,0
c901f254-dd85-4a7c-8393-84af8e37d8c5,Patterson-Clark,300,Finance,Annual,40556,8,25,6,0.24,18,0,7,22.3,77,6,0,3.0,0.53,False,3,14.4,1,0,0
87188dff-0509-4e29-8254-35d641c7df2a,Ruiz PLC,449,Retail,Multi-year,37638,46,186,130,0.699,1778,96,6,57.5,290,1,0,7.0,0.65,False,0,7.8,1,0,0
582537c9-f0a3-4d61-9a4d-b9cd0f7784ca,Smith-Ross,5083,Finance,Annual,113195,7,1977,1557,0.788,9283,564,9,43.0,35271,6,0,,0.88,False,5,19.5,0,28630,0
64d31d56-bf85-44f6-b61f-4e585792b906,Lopez-Smith,2020,Finance,Monthly,138062,42,357,20,0.056,23,1,0,14.5,83,8,1,5.0,0.03,False,8,10.5,5,0,1
e6844181-e8e9-4595-8628-b2a21d67f02b,Smith-Moreno,1251,Media,Annual,98565,34,481,475,0.988,5005,278,8,80.4,2823,3,0,10.0,0.55,True,2,0.0,0,23510,0
e15d0240-40f5-4f19-9401-c2345b914b2b,"Walker, Ramos and Rodriguez",1011,Tech,Annual,122680,43,454,103,0.227,69,2,0,37.3,350,3,3,4.0,0.44,False,41,7.9,1,0,1
450fa1c6-09ba-49b9-8f15-d5419a7335be,Collins-Espinoza,555,Tech,Annual,28707,9,189,114,0.603,299,25,7,67.0,1142,4,1,,0.91,True,1,8.5,0,0,0
d3906720-6f38-419b-856f-a0dc9fc60a58,Montgomery Group,5999,Retail,Annual,197098,21,2307,1549,0.671,24543,1484,9,68.9,14936,1,0,7.0,0.83,False,16,15.1,0,0,0
e383bc02-7a3d-401e-9472-928a9f4a05d6,Stein Inc,1607,Education,Annual,83878,12,116,85,0.733,1295,87,8,100.0,739,1,0,10.0,0.65,False,2,5.0,0,7010,0
30d60c9c-0878-436d-b95e-a7cb41b26f47,Ibarra-Blake,292,Education,Multi-year,28214,59,89,89,1.0,436,26,7,41.5,442,0,0,,0.77,False,10,9.9,1,0,0
3ca375c0-de67-45b4-9c7f-568e4372dbd9,Francis-Newman,143,Tech,Monthly,11629,24,56,1,0.018,0,0,0,0.0,1,15,7,1.0,0.18,False,72,11.4,2,0,1
3baaf452-079c-48c6-924b-489e35d66d4f,Burns Group,1241,Media,Multi-year,51415,15,320,193,0.603,440,31,1,6.2,375,4,0,8.0,0.53,False,11,19.8,1,0,1
b4108629-7e29-4fe5-a775-07a536c4b685,"Stone, Morris and Becker",625,Retail,Annual,58155,11,145,44,0.303,464,27,7,36.3,192,2,0,5.0,0.67,False,16,0.0,0,17083,1
041b9522-f462-4d8f-8612-624cb92b3a57,"Myers, Velasquez and Jones",138,Education,Multi-year,17265,26,42,7,0.167,47,2,2,65.7,108,4,1,7.0,0.67,True,8,3.4,0,0,1
a6a67ee3-a958-475e-bb0e-ac31c0fa56f6,White-Barrett,1066,Tech,Multi-year,51660,15,377,242,0.642,1514,77,7,68.6,385,2,0,9.0,0.72,False,16,21.2,1,0,0
83d26aa1-d272-4445-a980-6a88327da419,"Cole, Miles and Thompson",495,Finance,Multi-year,80410,16,207,162,0.783,1755,108,6,51.5,1598,3,0,8.0,0.84,False,5,12.8,0,0,0
0e9382a0-afd1-43ec-a4d1-8f62ee018234,Cox-Leon,1192,Healthcare,Multi-year,198694,20,497,417,0.839,6466,378,7,100.0,17329,2,0,9.0,0.78,False,8,8.6,0,25025,0
859d5a2f-08a3-43cf-872a-e0ff39aedfc7,Donaldson-Ward,1081,Retail,Annual,70885,83,396,279,0.705,2657,167,5,19.2,170,5,0,4.0,0.55,False,34,15.8,1,0,0
b24130dd-d495-488d-be39-f6c34bcea3ae,"Flores, Jimenez and Fitzgerald",341,Tech,Annual,19896,23,168,41,0.244,0,0,0,50.0,166,8,3,4.0,0.17,False,65,12.7,0,0,1
387df0a6-a345-4ce6-89a8-f2edac579646,Romero Group,1334,Healthcare,Annual,96387,14,390,206,0.528,406,26,4,33.7,816,5,1,9.0,0.51,True,31,0.0,1,15636,0
86388146-ffcc-40d3-aeea-0c8f3e9b0bfa,Daniels-Villanueva,385,Retail,Annual,16946,23,96,63,0.656,576,31,11,90.0,584,4,0,8.0,0.89,False,14,10.5,0,0,1
febfd5f6-997c-4f1f-9df9-5703644ec9df,West Group,413,Finance,Annual,23718,12,82,44,0.537,184,13,4,27.8,173,4,0,6.0,0.36,False,3,5.7,0,0,0
ff79b482-2599-428f-95ba-60b669c29cf1,Lane Ltd,370,Healthcare,Annual,44961,58,39,20,0.513,315,22,5,77.3,695,4,0,10.0,1.0,False,1,11.5,0,0,0
11b42ae3-0d6d-4f82-9749-e16971213c73,"Perez, Davis and Riley",2308,Finance,Monthly,65709,37,346,219,0.633,2539,165,7,56.7,1643,2,0,8.0,0.7,False,6,13.3,0,0,0
dc2e58b6-ccf9-4d0b-94be-c7fa53bf4936,Jones and Sons,489,Media,Annual,40015,7,92,62,0.674,661,42,8,100.0,369,6,0,5.0,0.78,False,5,17.0,0,0,1
7423655b-a306-4fd9-adb8-0283e445ff2c,Miranda Inc,3010,Retail,Monthly,74040,37,837,105,0.125,0,0,0,27.1,113,7,5,0.0,0.0,False,47,18.5,1,0,1
995a98e3-c9dd-43fb-93dd-3536b2f97e65,Williams and Sons,4731,Retail,Annual,179807,26,2361,1137,0.482,1475,100,4,41.3,7070,11,0,5.0,0.71,False,39,23.0,2,0,1
c2fdbace-0ed6-468d-a20e-36f2512c42d1,Pruitt LLC,295,Telecom,Annual,52129,32,118,104,0.881,1907,110,12,73.0,1408,2,0,9.0,1.0,False,2,15.8,0,15651,0
1433b421-9035-4e4e-92e6-65215587c2fe,Williamson-Cooke,50,Retail,Annual,8974,47,22,9,0.409,120,9,4,52.0,65,1,0,7.0,0.66,False,0,14.9,1,0,0
74c45a42-e499-42bd-8bcf-ae99b70ea83c,"Small, Wilson and Lane",2098,Finance,Multi-year,107096,10,276,77,0.279,0,0,0,67.4,472,4,0,5.0,0.19,False,90,5.7,1,0,1
37109568-cd12-4f3a-964d-2fd9c23762e5,Green-Wheeler,457,Retail,Annual,31209,21,28,18,0.643,221,15,9,92.7,217,3,0,9.0,0.91,False,1,18.4,0,5016,0
8e722174-ebb1-419e-8c14-f4f36aa78c6e,Butler-Clark,257,Telecom,Annual,22723,31,13,10,0.769,10,0,7,2.9,32,1,0,5.0,0.62,False,2,13.9,0,0,0
e5ac0a83-0b84-4782-af0a-77f9625d9d61,Payne-Rios,348,Tech,Annual,26338,43,96,66,0.688,766,39,10,52.3,77,3,0,10.0,0.92,False,2,22.3,0,0,0
42f1fc4d-35af-43ac-8986-76cf3f80342d,Thompson Ltd,421,Retail,Monthly,56385,35,43,24,0.558,319,21,9,36.7,762,0,0,7.0,0.35,False,9,18.0,1,0,0
0d37a840-31a6-4b81-b64b-bee3edb1b1aa,"Mosley, Tate and Greene",2771,Tech,Annual,72459,20,375,271,0.723,3666,226,6,74.0,4842,3,0,9.0,0.78,False,2,7.6,0,0,0
9f665b78-0e4d-4383-b80e-816f5dd59700,Reyes-Baxter,793,Education,Monthly,52720,46,103,54,0.524,500,28,7,40.2,182,5,0,8.0,0.77,False,1,15.9,0,11142,0
f4abd5d0-4b74-4c74-9852-7b54f4c65835,"Johnson, Graham and Barrett",2730,Retail,Multi-year,148919,19,1013,545,0.538,5317,307,7,100.0,4500,2,0,9.0,0.89,False,10,17.9,0,0,0
1c5d7231-9bda-4733-ad9b-5d9a769f6274,King-Shaw,1146,Media,Multi-year,108049,16,549,549,1.0,15105,946,12,54.5,87763,0,0,10.0,1.0,False,3,16.1,0,42017,0
68711691-b62d-4d60-b8db-409756fb250a,Martin Inc,473,Retail,Annual,52665,3,49,29,0.592,319,18,9,25.2,145,2,0,8.0,0.95,False,4,23.0,0,16196,0
b437ff41-52ae-4a03-a460-bc9785882e6f,Flynn Ltd,433,Tech,Annual,40676,8,42,12,0.286,0,0,1,36.0,113,6,0,5.0,0.46,False,33,15.8,3,0,1
a3cbef89-ddc1-4afc-88d8-911ce52438dd,Wood Ltd,1234,Healthcare,Annual,62521,19,245,155,0.633,1167,73,7,71.6,7516,1,0,10.0,0.77,False,3,11.0,0,0,0
697248cb-c4ec-43be-ae97-ddb8b01a2b90,"Dunn, Watkins and Rodriguez",1640,Media,Annual,134807,9,553,292,0.528,1954,127,11,40.8,2744,2,0,,0.89,False,4,13.1,0,11752,0
cbb676a3-8929-4eda-8639-9314c723a6b4,Aguilar PLC,1991,Tech,Annual,73935,5,430,276,0.642,4019,230,12,91.7,1239,1,0,7.0,1.0,False,1,13.9,0,0,0
17929652-b754-456c-984b-6cf980c2b74b,Walton-Roy,499,Tech,Annual,32425,10,87,45,0.517,400,25,8,30.1,339,1,0,6.0,0.68,False,28,12.6,0,0,0
d66d5c48-1739-4215-a7ed-04e02c08515e,"Rangel, Smith and Humphrey",807,Manufacturing,Multi-year,104505,62,82,74,0.902,1118,71,11,53.4,757,2,1,7.0,1.0,False,5,9.2,0,0,0
76e60c2e-e132-4b1b-bd1d-420510020f5a,"Marsh, James and Steele",1265,Healthcare,Annual,92024,7,324,203,0.627,3005,172,7,62.4,3070,2,0,6.0,0.71,True,10,14.6,0,0,0
8166c528-37c5-4162-b308-76f57271f429,Hogan Ltd,436,Tech,Annual,49258,8,29,26,0.897,413,28,12,60.9,384,0,0,10.0,1.0,False,1,7.5,0,14926,0
eb5c6f75-b33a-4d32-8ff3-5ea08f5dfb05,Black Inc,191,Finance,Annual,32558,42,64,31,0.484,134,9,4,81.3,87,4,1,6.0,0.37,True,2,2.8,0,0,0
504c516f-d0ba-4002-9c71-929885957831,"Perez, Schroeder and Terrell",274,Finance,Annual,30636,31,115,64,0.557,677,47,1,12.8,657,5,1,5.0,0.63,False,2,11.1,0,4732,0
146df6ec-9b50-4f06-bce9-c5206470be2b,"Beltran, Johnson and Conway",510,Retail,Annual,25993,21,248,151,0.609,738,47,4,12.4,131,4,0,9.0,0.4,False,6,2.5,2,4853,0
e88a592c-eb53-42ca-bf30-23c0b54a34cc,"Parsons, Martinez and Hart",1378,Healthcare,Annual,92735,39,269,131,0.487,496,31,6,29.8,995,4,1,10.0,0.53,False,22,14.3,0,0,0
b5cd82c5-c57e-4581-93e6-f0fabf11ebda,Hanson-Flores,2657,Healthcare,Annual,123461,24,1119,365,0.326,3071,191,1,18.2,932,7,1,6.0,0.73,False,7,7.5,0,0,0
5887585d-ba46-47b4-a127-abc8d33f78b6,Dickson Group,150,Education,Multi-year,15721,1,42,6,0.143,0,0,0,0.0,12,8,4,4.0,0.31,False,60,7.4,1,0,1
c1aa6d8c-9d6b-4451-a35c-398b5d38269c,Meyer LLC,345,Finance,Monthly,23636,13,59,27,0.458,45,5,4,48.5,30,5,0,,0.24,True,21,4.4,0,0,0
2d0079a3-fb2b-425a-bed8-ce28fbb2a627,Moreno Group,449,Manufacturing,Annual,42007,93,42,29,0.69,153,5,6,25.6,1752,2,0,8.0,0.93,False,19,10.2,0,0,0
33fcf65e-bc79-4ada-84fc-6f6c04f23b13,Hansen-Brown,1594,Finance,Annual,53172,24,400,160,0.4,2693,156,5,43.2,1110,5,0,5.0,0.6,True,20,17.6,0,0,1
e3fa6568-b351-4dd1-98d9-451c85e4fa32,Hardy Inc,372,Finance,Multi-year,36097,49,164,143,0.872,2826,181,12,55.8,7539,0,0,10.0,1.0,False,1,5.2,0,0,0
444dceee-4e23-41d6-a0cf-7793b88d1c9b,"Green, Hayes and Mccullough",415,Retail,Monthly,36730,52,198,122,0.616,1285,74,6,77.9,308,1,0,8.0,0.59,False,3,13.1,0,0,0
e53d1791-0757-47d6-8a3b-58aa39112a94,Wade Group,141,Manufacturing,Monthly,20365,35,36,19,0.528,179,8,12,30.0,140,0,0,9.0,0.68,False,4,13.2,0,0,0
7b9c4588-e469-4c35-9a4b-809f30fe7469,Wood and Sons,1132,Telecom,Annual,87562,22,450,341,0.758,3763,227,7,62.5,3095,3,0,8.0,0.59,False,1,5.8,0,7128,0
0567eb90-a765-4051-9c1e-399f424f8d55,Schwartz Group,557,Finance,Annual,62462,11,81,56,0.691,1012,61,7,55.3,626,4,0,10.0,0.68,False,5,18.1,0,17676,0
645d91ca-8039-4d2a-b834-39e63eb7dd9d,Simmons Ltd,324,Tech,Annual,26472,7,125,33,0.264,348,15,8,34.8,405,6,0,9.0,0.99,False,7,13.6,0,6329,0
87194517-3817-4f5b-9f0b-9379df8b9018,Small LLC,500,Healthcare,Multi-year,64646,51,30,24,0.8,217,7,12,59.6,324,2,0,10.0,0.94,False,1,16.4,0,0,0
da9dc169-7ee7-4e7e-a38c-393da087ad09,Moore Ltd,2298,Healthcare,Annual,104415,29,547,278,0.508,2880,173,7,61.5,1917,2,0,,0.77,False,3,15.8,0,0,0
2165694b-b848-4c89-bb0b-91debd28c5b9,Pratt-Daniels,220,Tech,Annual,56246,30,87,45,0.517,420,18,6,17.5,468,2,0,7.0,0.72,False,3,11.7,0,3591,0
32a90335-4514-49bf-b457-1cc97b3cc950,Ramirez-Wilkins,264,Media,Multi-year,24622,34,57,48,0.842,481,27,5,53.9,375,2,0,5.0,0.72,False,3,14.8,0,0,0
8c640e70-fbc4-4324-9ad9-0a0a22c585b7,Thompson LLC,2637,Education,Annual,64985,17,254,152,0.598,453,22,6,50.1,679,5,0,5.0,0.53,False,2,13.4,1,0,0
ee26d962-910f-4c3b-8d5b-fc5e240b92bc,"Jones, Henderson and Owens",723,Healthcare,Monthly,79499,44,352,213,0.605,1400,70,8,71.0,1098,2,0,7.0,0.39,False,3,10.7,1,0,0
6554be66-4452-446f-9151-86f366186d28,Schultz-James,1390,Healthcare,Multi-year,99956,25,256,245,0.957,3686,237,12,82.7,13773,0,0,10.0,1.0,False,1,8.9,0,0,0
892e7f8c-fde5-436f-998a-930ff9705187,Humphrey Ltd,1035,Tech,Annual,114229,18,71,38,0.535,145,12,2,83.5,98,6,1,7.0,0.42,False,13,7.5,2,37972,0
2f927826-0ee5-4602-b5b9-4f179de1b090,"Martin, Garner and Reese",640,Healthcare,Annual,59918,30,150,65,0.433,614,43,6,77.4,170,4,0,,0.75,False,12,3.6,0,0,0
f7a5382a-c26c-4961-a91d-7d873d68e4d1,Perry Ltd,453,Retail,Annual,109704,45,165,165,1.0,1699,111,9,55.6,2276,2,0,10.0,0.88,False,9,17.2,0,10491,0
c2345bc6-26b8-48f6-b840-ced7a9ff8739,Jacobs Inc,1660,Media,Monthly,86959,18,370,281,0.759,5369,344,11,93.5,6151,1,0,9.0,0.55,False,1,21.7,0,31895,0
e1c4fb04-9d4d-4760-8cdc-93fb0f19bc95,"Gardner, Nelson and Lewis",2389,Healthcare,Multi-year,177318,92,1088,837,0.769,8381,501,6,56.8,206765,3,0,6.0,0.41,False,11,14.5,0,0,0
bf79db79-770b-46b8-86ca-9a203a044c0d,"Lopez, Cole and Smith",2192,Tech,Monthly,89802,7,320,6,0.019,9,0,1,51.7,7,9,2,3.0,0.0,False,1,18.3,2,0,1
15461db0-bbde-42ea-8cce-333ea739121c,"Alvarado, Kennedy and Farrell",181,Tech,Multi-year,30206,33,56,40,0.714,380,15,6,49.2,427,1,0,10.0,0.98,False,9,5.0,0,0,0
9f041dc1-99b0-43fe-b88e-77383c481eed,Riley and Sons,2794,Tech,Multi-year,168105,12,274,5,0.018,0,0,0,38.9,8,9,2,,0.46,False,40,26.1,3,0,1
f1b38da7-0fa6-434d-83bb-f5c81f14615c,Williams Ltd,449,Media,Multi-year,59709,25,46,22,0.478,379,24,12,23.8,355,0,0,8.0,0.81,False,1,23.0,0,0,0
8b932dfa-1ed6-461c-97d7-4a5984d65239,Garcia Ltd,290,Education,Monthly,44912,38,40,28,0.7,231,20,6,53.1,414,4,0,10.0,0.62,True,14,3.1,1,0,0
486b28a7-7f76-40f5-978f-8c70c75a8afc,"Stokes, Saunders and Williams",552,Education,Annual,13272,120,82,62,0.756,847,66,9,71.6,341,0,0,8.0,0.96,False,15,5.8,0,1162,0
624e94bf-e5ca-4723-9c98-4b9e632ac01e,Watson-Shah,1659,Education,Monthly,91209,4,575,186,0.323,764,52,1,55.6,1255,4,0,5.0,0.41,False,12,9.3,0,0,1
f4d3dc93-17f1-4542-ace5-fb9452a17580,Duke Group,1205,Tech,Annual,61482,9,520,10,0.019,0,0,2,0.0,15,6,1,4.0,0.35,False,62,14.0,3,0,1
f5152e75-ee77-4f9d-99f4-b5c9ad2b940b,Green-Marshall,502,Manufacturing,Annual,39340,34,221,119,0.538,871,48,7,42.6,648,1,0,9.0,0.6,False,10,16.7,0,4675,0
61ffef64-3b31-4ba6-a885-b1511d8d06e5,Barnes PLC,1671,Manufacturing,Annual,84065,46,556,321,0.577,1464,75,6,33.5,5309,4,0,7.0,0.67,False,22,16.0,0,0,0
af9baf46-41a9-403d-a817-716fbdcb1ba3,"Scott, Robinson and Taylor",776,Tech,Annual,87858,16,181,60,0.331,412,20,6,43.4,240,4,0,,0.51,False,8,5.9,0,25749,0
c2d545b9-4a76-4562-a0d3-164893958d07,"Jones, Lowery and Roy",354,Healthcare,Multi-year,40240,9,60,35,0.583,356,21,7,0.8,234,1,0,8.0,1.0,False,10,9.0,1,12720,0
5d699218-91b0-48f4-be59-2ccdab1e5669,"Mckenzie, Jacobs and Dunn",305,Retail,Annual,27700,35,55,53,0.964,1467,104,12,58.4,4524,0,0,10.0,1.0,False,2,12.1,0,4132,0
6cd576d5-b4d9-45af-8fe6-b562eb00ed6a,Ferguson Group,1044,Media,Annual,39466,14,265,147,0.555,1941,114,9,60.1,14091,3,0,9.0,1.0,False,6,21.3,0,0,0
486d8db8-9b1e-49f8-8454-94d9fc72ebc1,Phillips-Ortiz,607,Tech,Annual,94688,56,202,146,0.723,1454,83,12,48.9,5206,3,0,9.0,1.0,False,7,3.7,0,6608,0
0b666544-2489-4ee5-a5cf-c2b251009af2,Edwards-Graham,146,Media,Annual,16835,32,44,19,0.432,184,18,7,90.5,220,0,0,8.0,0.94,False,12,8.0,0,4211,0
3117a037-526d-49a5-90b4-fdb05a616ea3,Roberts-Yu,1689,Media,Annual,89936,34,663,581,0.876,9285,573,12,58.0,3966,1,0,10.0,1.0,False,3,5.6,0,7632,0
2808eabb-15ef-412d-b590-c99c21939d0f,"Morris, Richards and Fields",392,Media,Annual,92810,51,42,22,0.524,234,14,6,44.0,70,5,1,6.0,0.69,False,1,14.2,2,0,0
4bdde1ff-3ed5-405b-a42f-7258e1249f18,Hall-Martin,3833,Tech,Annual,120910,79,386,98,0.254,0,0,0,0.0,91,9,3,5.0,0.14,False,47,9.8,2,31293,1
9ff706f8-0b52-48a1-a77c-fbeed7c31671,Wiley-Sanchez,142,Tech,Annual,19211,10,70,46,0.657,288,25,5,20.9,155,5,0,,0.64,False,2,7.0,0,0,1
9679b5ac-1714-492d-825e-336a931dfc18,"Flowers, Rivera and Jacobs",545,Manufacturing,Multi-year,52751,19,105,70,0.667,744,45,9,75.0,748,3,0,9.0,0.89,False,15,0.1,0,19874,0
5ef8da3c-73f1-4166-a81c-ef1aa36c455b,"Matthews, Anderson and Lee",308,Finance,Multi-year,17956,56,150,8,0.053,0,0,6,24.0,29,2,1,6.0,0.61,True,82,11.3,1,0,0
5177063d-0040-42f6-b990-dccbe9bc3b87,"Hull, Smith and Parker",227,Tech,Monthly,14275,24,41,20,0.488,204,9,7,41.7,105,3,0,5.0,0.52,False,16,11.1,2,946,0
8c121404-3531-4916-a269-640e257c993f,Cherry-Collins,389,Manufacturing,Annual,32387,15,31,9,0.29,55,1,5,28.5,74,5,1,4.0,0.37,False,3,12.1,2,0,0
1815f326-3386-4588-9f72-3a2673ab23ce,"Shaw, Golden and King",4664,Tech,Multi-year,145769,22,1298,1288,0.992,17031,1043,10,84.0,33242,1,0,7.0,1.0,False,1,15.7,2,17359,0
0898baf1-180b-4f79-bd14-aed01605fea4,Jenkins LLC,779,Healthcare,Monthly,62849,74,108,69,0.639,826,53,11,30.3,913,3,0,9.0,0.55,False,1,14.3,0,0,1
ce7881de-0fc2-4fc8-a7ba-1662d31a5d4a,Jones-Terrell,278,Telecom,Annual,21707,23,126,97,0.77,1282,77,9,40.1,1722,1,0,7.0,1.0,False,2,0.0,0,0,0
311b606e-e13a-483e-b8e2-e6f473fb6aa0,Miller-Adams,89,Healthcare,Annual,19279,37,22,18,0.818,328,12,6,59.2,3303,3,0,7.0,0.96,False,9,7.4,0,0,0
85e30d7f-b578-4066-b7f9-c61412d956f3,"Williams, Harris and Gonzalez",100,Media,Monthly,7335,18,25,11,0.44,115,13,5,36.3,141,5,0,7.0,0.55,False,18,4.8,0,0,0
bf59c39a-9fb5-439f-b44c-b70c11eec09c,Dunn PLC,369,Finance,Annual,36988,6,83,49,0.59,206,14,9,6.6,1160,2,0,8.0,0.54,False,8,9.8,0,0,0
f909154d-1d2a-4181-a0db-e4f8221c778f,Rose LLC,331,Finance,Annual,41165,45,33,11,0.333,160,14,4,33.2,101,4,2,4.0,0.52,True,8,9.9,3,0,1
a02968c6-9b11-4b5a-98ed-dff5ea2526c2,"Smith, Hall and Vance",520,Tech,Monthly,53299,18,172,72,0.419,0,0,1,0.0,133,3,0,4.0,0.01,False,83,4.4,2,0,1
ab708a39-2fc8-4124-941d-8302274701e9,Carrillo-Holland,55,Finance,Monthly,11376,49,7,5,0.714,51,1,7,42.4,101,2,0,6.0,0.65,False,8,10.2,1,0,1
cb9a0966-86da-4fa0-beb8-71414ca8d5b5,"Giles, Mcgrath and Williams",601,Finance,Multi-year,39145,36,203,98,0.483,830,58,6,70.2,433,3,0,6.0,0.61,False,15,4.8,0,12173,0
36e2b43a-3626-4385-b4b9-85e68ab5ad90,"Chavez, Bowen and Dougherty",2060,Education,Multi-year,98867,30,474,329,0.694,4067,225,7,50.4,1383,3,0,9.0,0.89,False,1,11.8,0,6435,0
d734381d-52d7-4ae1-a0ee-c3f8e57e65c1,Neal-James,3964,Media,Annual,259001,59,1720,1337,0.777,21127,1227,9,91.2,65344,3,0,,0.76,False,3,5.4,0,51545,1
8b667049-8f89-4d0f-b77a-ad6155c19a57,Harmon LLC,83,Tech,Annual,12228,18,24,18,0.75,290,23,9,73.5,2431,0,0,8.0,0.98,False,0,0.0,0,3867,0
d6ab2a97-de20-4248-affa-932a5283adae,"Powell, Green and Burch",275,Tech,Monthly,47160,44,124,41,0.331,391,15,7,54.4,121,5,0,7.0,0.35,False,15,16.4,0,0,0
aa025a3d-c4d8-4e24-b280-5cce4e1f76c8,Boyd-Smith,260,Retail,Multi-year,48597,23,16,7,0.438,28,4,4,5.4,80,4,0,6.0,0.72,True,4,6.9,0,5720,0
a353e1a7-dd40-42be-b292-c074cd41f0e9,Meyer-Smith,781,Healthcare,Monthly,29792,17,294,188,0.639,2166,137,7,47.5,446,2,0,9.0,0.57,False,1,17.4,0,6873,0
f741ddbc-4f75-4387-b276-dd8880555b1d,Price and Sons,174,Finance,Multi-year,23021,33,52,52,1.0,1069,77,12,84.2,8902,0,0,,1.0,False,1,0.0,0,1491,0
d54f671e-4d95-4deb-9af4-cd0ec2ae92fd,Oconnell-Walsh,4232,Tech,Annual,111208,16,533,509,0.955,11877,692,8,55.9,6034,2,0,8.0,1.0,False,2,9.4,0,26948,0
86bf39df-6b43-42ca-aaf6-afef49303319,Lynch and Sons,698,Tech,Monthly,30583,19,68,45,0.662,651,46,7,20.4,752,2,0,8.0,0.49,False,9,4.8,0,5732,1
ba85a2ba-5d5b-4893-8d43-ab5935bdb6d8,Zuniga PLC,581,Healthcare,Annual,68574,27,222,62,0.279,115,5,7,66.1,295,4,0,7.0,0.57,False,11,5.7,0,7194,0
82e70aed-9636-4d8b-9f15-9b0ba3604b3c,Hensley-Young,3835,Tech,Multi-year,187303,57,840,279,0.332,2780,156,6,63.9,1210,4,1,7.0,0.49,False,2,33.0,1,0,0
